,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X39,X40,X41,X42,X44,X45,X46,X48,X49,X50,X51,X52,X53,X54,X55,X59,X66,X67,X70,X72,X73,X79,X90,X99,X110,X119,X127,X132,X137,X156,X164,X180,X183,X200,X202,X214,X217,X258,X326,X369,X820,X1178,X1883,X1968,X2039,X3218,X3381,X3395,X3451,X3586,X3618,X3690,X4006,X4165,X5517,X6115,X6682,X7904,X8268,X8335,X8401,X8424,X8487,X8488,X8493,X8496,X8564,X8678,X8699,X8734,X8800,X8806,X8809,X8900,X8935,X8960,X9000,X9117,X9313,X10775
573.13794,Cl138,Cl135,Cl133,Cl132,Cl132,Cl128,Cl128,Cl126,Cl126,Cl124,Cl123,Cl122,Cl120,Cl119,Cl116,Cl114,Cl113,Cl110,Cl109,Cl105,Cl104,Cl103,Cl100,Cl98,Cl97,Cl97,Cl95,Cl93,Cl90,Cl87,Cl85,Cl83,Cl82,Cl80,Cl77,Cl75,Cl73,Cl71,Cl69,Cl67,Cl64,Cl62,Cl62,Cl61,Cl61,Cl60,Cl59,Cl58,Cl57,Cl56,Cl53,Cl53,Cl52,Cl50,Cl50,Cl49,Cl48,Cl46,Cl44,Cl44,Cl43,Cl42,Cl42,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl5,Cl5,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13795,Cl139,Cl136,Cl134,Cl133,Cl133,Cl129,Cl129,Cl127,Cl127,Cl125,Cl124,Cl123,Cl121,Cl120,Cl117,Cl115,Cl114,Cl111,Cl110,Cl106,Cl105,Cl104,Cl101,Cl99,Cl98,Cl98,Cl96,Cl94,Cl91,Cl88,Cl86,Cl84,Cl83,Cl81,Cl78,Cl76,Cl74,Cl72,Cl70,Cl68,Cl65,Cl63,Cl63,Cl62,Cl62,Cl61,Cl60,Cl59,Cl58,Cl57,Cl54,Cl54,Cl53,Cl51,Cl51,Cl50,Cl49,Cl47,Cl45,Cl45,Cl44,Cl43,Cl43,Cl42,Cl42,Cl42,Cl41,Cl40,Cl39,Cl39,Cl38,Cl37,Cl36,Cl35,Cl34,Cl34,Cl33,Cl33,Cl32,Cl32,Cl31,Cl30,Cl29,Cl28,Cl28,Cl27,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13796,Cl140,Cl137,Cl135,Cl134,Cl134,Cl130,Cl130,Cl128,Cl128,Cl126,Cl125,Cl124,Cl122,Cl121,Cl118,Cl116,Cl115,Cl112,Cl111,Cl107,Cl106,Cl105,Cl102,Cl100,Cl99,Cl99,Cl97,Cl95,Cl92,Cl89,Cl87,Cl85,Cl84,Cl82,Cl79,Cl77,Cl75,Cl73,Cl71,Cl69,Cl66,Cl64,Cl64,Cl63,Cl63,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13797,Cl141,Cl138,Cl136,Cl135,Cl135,Cl131,Cl131,Cl129,Cl129,Cl127,Cl126,Cl125,Cl123,Cl122,Cl119,Cl117,Cl116,Cl113,Cl112,Cl108,Cl107,Cl106,Cl103,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13798,Cl142,Cl139,Cl137,Cl136,Cl136,Cl132,Cl132,Cl130,Cl130,Cl128,Cl127,Cl126,Cl124,Cl123,Cl120,Cl118,Cl117,Cl114,Cl113,Cl109,Cl108,Cl107,Cl104,Cl101,Cl100,Cl100,Cl98,Cl96,Cl93,Cl90,Cl88,Cl86,Cl85,Cl83,Cl80,Cl78,Cl76,Cl74,Cl72,Cl70,Cl67,Cl65,Cl65,Cl64,Cl64,Cl62,Cl61,Cl60,Cl59,Cl58,Cl55,Cl55,Cl54,Cl52,Cl52,Cl51,Cl50,Cl48,Cl46,Cl46,Cl45,Cl44,Cl44,Cl43,Cl43,Cl43,Cl42,Cl41,Cl40,Cl40,Cl39,Cl38,Cl37,Cl36,Cl35,Cl35,Cl34,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13799,Cl143,Cl140,Cl138,Cl137,Cl137,Cl133,Cl133,Cl131,Cl131,Cl129,Cl128,Cl127,Cl125,Cl124,Cl121,Cl119,Cl118,Cl115,Cl114,Cl110,Cl109,Cl108,Cl105,Cl102,Cl101,Cl101,Cl99,Cl97,Cl94,Cl91,Cl89,Cl87,Cl86,Cl84,Cl81,Cl79,Cl77,Cl75,Cl73,Cl71,Cl68,Cl66,Cl66,Cl65,Cl65,Cl63,Cl62,Cl61,Cl60,Cl59,Cl56,Cl56,Cl55,Cl53,Cl53,Cl52,Cl51,Cl49,Cl47,Cl47,Cl46,Cl45,Cl45,Cl44,Cl44,Cl44,Cl43,Cl42,Cl41,Cl41,Cl40,Cl39,Cl38,Cl37,Cl36,Cl36,Cl35,Cl34,Cl33,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13800,Cl144,Cl141,Cl139,Cl138,Cl138,Cl134,Cl134,Cl132,Cl132,Cl130,Cl129,Cl128,Cl126,Cl125,Cl122,Cl120,Cl119,Cl116,Cl115,Cl111,Cl110,Cl109,Cl106,Cl103,Cl102,Cl102,Cl100,Cl98,Cl95,Cl92,Cl90,Cl88,Cl87,Cl85,Cl82,Cl80,Cl78,Cl76,Cl74,Cl72,Cl69,Cl67,Cl67,Cl66,Cl66,Cl64,Cl63,Cl62,Cl61,Cl60,Cl57,Cl57,Cl56,Cl54,Cl54,Cl53,Cl52,Cl50,Cl48,Cl48,Cl47,Cl46,Cl46,Cl45,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13801,Cl145,Cl142,Cl140,Cl139,Cl139,Cl135,Cl135,Cl133,Cl133,Cl131,Cl130,Cl129,Cl127,Cl126,Cl63,Cl62,Cl61,Cl59,Cl59,Cl58,Cl58,Cl57,Cl56,Cl55,Cl55,Cl55,Cl54,Cl52,Cl50,Cl48,Cl47,Cl46,Cl46,Cl44,Cl42,Cl42,Cl41,Cl40,Cl39,Cl39,Cl38,Cl36,Cl36,Cl35,Cl35,Cl34,Cl33,Cl32,Cl31,Cl30,Cl27,Cl27,Cl27,Cl26,Cl26,Cl25,Cl25,Cl25,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl24,Cl23,Cl22,Cl22,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13802,Cl146,Cl143,Cl141,Cl140,Cl140,Cl136,Cl136,Cl134,Cl134,Cl132,Cl131,Cl130,Cl128,Cl127,Cl123,Cl121,Cl120,Cl117,Cl116,Cl112,Cl111,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13803,Cl147,Cl144,Cl142,Cl141,Cl141,Cl137,Cl137,Cl135,Cl135,Cl133,Cl132,Cl131,Cl129,Cl127,Cl123,Cl121,Cl120,Cl117,Cl116,Cl112,Cl111,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13804,Cl148,Cl145,Cl143,Cl142,Cl142,Cl138,Cl138,Cl136,Cl136,Cl134,Cl133,Cl132,Cl130,Cl128,Cl124,Cl122,Cl121,Cl118,Cl117,Cl113,Cl112,Cl110,Cl107,Cl104,Cl103,Cl103,Cl41,Cl39,Cl37,Cl21,Cl21,Cl21,Cl21,Cl20,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13805,Cl149,Cl146,Cl144,Cl143,Cl143,Cl139,Cl139,Cl137,Cl137,Cl135,Cl134,Cl133,Cl131,Cl129,Cl55,Cl55,Cl54,Cl52,Cl52,Cl51,Cl51,Cl50,Cl49,Cl48,Cl48,Cl48,Cl47,Cl45,Cl43,Cl41,Cl41,Cl40,Cl40,Cl38,Cl36,Cl36,Cl35,Cl34,Cl33,Cl33,Cl32,Cl30,Cl30,Cl29,Cl29,Cl28,Cl27,Cl26,Cl25,Cl25,Cl22,Cl22,Cl22,Cl22,Cl22,Cl21,Cl21,Cl21,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl19,Cl19,Cl19,Cl19,Cl19,Cl19,Cl19,Cl18,Cl18,Cl17,Cl16,Cl16,Cl16,Cl16,Cl16,Cl15,Cl15,Cl15,Cl14,Cl14,Cl13,Cl12,Cl11,Cl11,Cl10,Cl9,Cl8,Cl8,Cl8,Cl7,Cl6,Cl5,Cl4,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13806,Cl150,Cl147,Cl145,Cl144,Cl144,Cl140,Cl140,Cl138,Cl138,Cl136,Cl135,Cl134,Cl132,Cl130,Cl59,Cl42,Cl41,Cl39,Cl39,Cl38,Cl38,Cl38,Cl38,Cl38,Cl38,Cl38,Cl34,Cl32,Cl30,Cl29,Cl29,Cl29,Cl29,Cl28,Cl26,Cl26,Cl25,Cl24,Cl23,Cl23,Cl22,Cl20,Cl20,Cl8,Cl8,Cl8,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13807,Cl151,Cl148,Cl146,Cl145,Cl145,Cl141,Cl141,Cl136,Cl136,Cl134,Cl133,Cl132,Cl130,Cl128,Cl124,Cl122,Cl121,Cl118,Cl117,Cl113,Cl112,Cl110,Cl107,Cl104,Cl103,Cl103,Cl41,Cl39,Cl37,Cl21,Cl21,Cl21,Cl21,Cl20,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13808,Cl152,Cl149,Cl147,Cl146,Cl146,Cl142,Cl142,Cl139,Cl139,Cl137,Cl136,Cl135,Cl133,Cl131,Cl125,Cl123,Cl122,Cl119,Cl118,Cl114,Cl113,Cl111,Cl108,Cl105,Cl104,Cl104,Cl101,Cl99,Cl96,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13809,Cl153,Cl150,Cl148,Cl147,Cl147,Cl143,Cl143,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl4,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13810,Cl154,Cl151,Cl149,Cl148,Cl148,Cl144,Cl144,Cl140,Cl140,Cl138,Cl137,Cl136,Cl134,Cl132,Cl126,Cl124,Cl123,Cl120,Cl119,Cl115,Cl114,Cl112,Cl44,Cl24,Cl24,Cl24,Cl24,Cl24,Cl18,Cl11,Cl11,Cl11,Cl11,Cl11,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13811,Cl155,Cl152,Cl150,Cl149,Cl149,Cl145,Cl145,Cl141,Cl141,Cl139,Cl138,Cl137,Cl135,Cl133,Cl127,Cl125,Cl124,Cl121,Cl120,Cl116,Cl115,Cl113,Cl109,Cl106,Cl105,Cl105,Cl102,Cl100,Cl97,Cl93,Cl91,Cl89,Cl88,Cl86,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13812,Cl156,Cl153,Cl151,Cl150,Cl150,Cl146,Cl146,Cl142,Cl142,Cl140,Cl139,Cl138,Cl135,Cl133,Cl127,Cl125,Cl124,Cl121,Cl120,Cl116,Cl115,Cl113,Cl109,Cl106,Cl105,Cl105,Cl102,Cl100,Cl97,Cl93,Cl91,Cl89,Cl88,Cl86,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13813,Cl157,Cl154,Cl152,Cl151,Cl151,Cl147,Cl147,Cl143,Cl143,Cl141,Cl140,Cl139,Cl136,Cl134,Cl128,Cl126,Cl125,Cl122,Cl121,Cl117,Cl116,Cl114,Cl110,Cl107,Cl106,Cl106,Cl103,Cl101,Cl98,Cl94,Cl92,Cl90,Cl89,Cl87,Cl83,Cl81,Cl79,Cl77,Cl75,Cl73,Cl70,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13814,Cl158,Cl155,Cl153,Cl152,Cl152,Cl148,Cl148,Cl144,Cl144,Cl142,Cl141,Cl140,Cl137,Cl135,Cl129,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl10,Cl10,Cl10,Cl10,Cl10,Cl10,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl9,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl4,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13815,Cl159,Cl156,Cl154,Cl153,Cl153,Cl139,Cl139,Cl137,Cl137,Cl135,Cl134,Cl133,Cl131,Cl129,Cl55,Cl55,Cl54,Cl52,Cl52,Cl51,Cl51,Cl50,Cl49,Cl48,Cl48,Cl48,Cl47,Cl45,Cl43,Cl41,Cl41,Cl40,Cl40,Cl38,Cl36,Cl36,Cl35,Cl34,Cl33,Cl33,Cl32,Cl30,Cl30,Cl29,Cl29,Cl28,Cl27,Cl26,Cl25,Cl25,Cl22,Cl22,Cl22,Cl22,Cl22,Cl21,Cl21,Cl21,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl20,Cl19,Cl19,Cl19,Cl19,Cl19,Cl19,Cl19,Cl18,Cl18,Cl17,Cl16,Cl16,Cl16,Cl16,Cl16,Cl15,Cl15,Cl15,Cl14,Cl14,Cl13,Cl12,Cl11,Cl11,Cl10,Cl9,Cl8,Cl8,Cl8,Cl7,Cl6,Cl5,Cl4,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13816,Cl160,Cl157,Cl155,Cl154,Cl154,Cl149,Cl149,Cl145,Cl145,Cl143,Cl142,Cl141,Cl138,Cl136,Cl127,Cl125,Cl124,Cl121,Cl120,Cl116,Cl115,Cl113,Cl109,Cl106,Cl105,Cl105,Cl102,Cl100,Cl97,Cl93,Cl91,Cl89,Cl88,Cl86,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
